CME_num,LASCO_Start,Start_Date,Arrival_Date,PE_duration,Arrival_v,Transit_time,Transit_time_err,LASCO_Date,LASCO_v,LASCO_pa,LASCO_da,LASCO_halo,v_r,v_r_err,Theta_source,Phi_source,source_err,POS_source_angle,rel_wid,Mass,SW_type,Bz,DST,v_r_stat,Accel.,Analyitic_w,Analyitic_gamma,filename,Wind speed,Wind dens
53,2000-07-14 10:54:07.000,2000-07-14 12:13:07.840,2000-07-15 19:00:00,37.0,740,30.781111111111112,0.21774,2000-07-14 10:54:07,1674.0,-9999.0,360.0,FH,2031.7,349.5,-16.82020394217842,7.600179264674838,20.0,71.5877463593847,1.1519173063162575,1.4e+16,S,20,-301.0,1760.6979999999999,0,0,0,CME_053_param_inv.txt,      607.923,      2.74231
54,2000-07-17 08:54:05.000,2000-07-17 11:58:46.160,2000-07-20 01:00:00,31.0,530,61.02027777777778,0.42056,2000-07-17 08:54:05,788.0,95.0,116.0,PH,1431.9,278.64,-25.559423352554916,15.713857538082065,20.0,60.27578370168616,1.1519173063162575,7500000000000000.0,S,8,-93.0,850.776,72.618,496.44,1.3078e-07,CME_054_param_inv.txt,      673.308,      1.79154
55,2000-07-23 05:30:05.000,2000-07-23 09:24:25.880,2000-07-27 02:00:00,24.0,360,88.59277777777777,0.29004,2000-07-23 05:30:05,631.0,161.0,181.0,HH,792.55,61.592,-36.3192563581214,-7.404556381453951,20.0,53.035689533162945,0.7853981633974483,3100000000000000.0,S,6,-42.0,689.5369999999999,0,326.32,8.6363e-08,CME_055_param_inv.txt,      420.154,      4.86385
56,2000-07-25 03:30:05.000,2000-07-25 08:06:24.440,2000-07-28 12:00:00,49.0,440,75.89305555555555,0.37478,2000-07-25 03:30:05,528.0,-9999.0,360.0,FH,674.53,57.667,1.778528907851539,-10.548764103931601,20.0,79.30403040564906,0.7853981633974483,1600000000000000.0,S,9,-71.0,583.756,0,396.26,7.0531e-08,CME_056_param_inv.txt,      380.615,      3.22231
57,2000-08-06 22:30:05.000,2000-08-07 04:45:06.080,2000-08-10 19:00:00,26.0,430,86.24805555555555,1.5541,2000-08-06 22:30:05,211.0,332.0,122.0,PH,451.24,116.42,10.695052053445743,-8.298165921800601,20.0,76.4929295560064,0.5585053606381855,-9999.0,S,12,-106.0,258.197,0,428.2,1.6467e-06,CME_057_param_inv.txt,      477.077,      2.54769
58,2000-08-09 16:30:05.000,2000-08-09 19:48:12.560,2000-08-12 05:00:00,41.0,580,57.19638888888889,0.63541,2000-08-09 16:30:05,702.0,-9999.0,360.0,FH,928.29,185.07,10.890274996562548,4.3157705528680905,57.687642982640234,78.29534112794684,1.1519173063162575,7000000000000000.0,S,18,-235.0,762.454,0,522.83,7.2978e-08,CME_058_param_inv.txt,      358.308,      4.36692
59,2000-08-29 18:30:06.000,2000-08-29 20:44:58.800,2000-09-02 22:00:00,15.0,420,97.25027777777778,0.30345,2000-08-29 18:30:06,769.0,347.0,122.0,PH,1200.7,161.68,0.5986557795709264,-0.4880718840624301,20.0,89.22760486951795,1.1519173063162575,1900000000000000.0,S,8,-20.0,831.2629999999999,0,0,0,CME_059_param_inv.txt,      599.846,      3.19692
60,2000-09-05 05:54:05.000,2000-09-05 08:46:29.600,2000-09-08 12:00:00,46.0,450,75.225,0.408,2000-09-05 05:54:05,473.0,3.0,138.0,PH,945.28,122.07,18.135797701685817,-3.506892525895618,20.0,71.53945132251204,1.1519173063162575,3200000000000000.0,S,5,-48.0,527.271,0,430.62,1.8337e-07,CME_060_param_inv.txt,      385.385,      10.8508
61,2000-10-02 20:26:05.000,2000-10-02 23:00:14.480,2000-10-05 13:00:00,46.0,450,61.99583333333334,0.39345,2000-10-02 20:26:05,569.0,-9999.0,360.0,FH,1102.0,165.06,18.827643926178602,6.452129765224833,20.0,70.13546877440241,1.1519173063162575,3900000000000000.0,S,6,-182.0,625.8629999999999,0,314.27,2.7322e-08,CME_061_param_inv.txt,      387.769,      6.75846
62,2000-10-09 23:50:05.000,2000-10-10 01:59:33.440,2000-10-13 16:00:00,25.0,400,86.00722222222223,0.22957,2000-10-09 23:50:05,798.0,295.0,175.0,PH,1239.3,129.83,-4.494675053249469,-10.85047783522165,20.0,78.26574291646628,1.1519173063162575,1.4e+16,S,12,-107.0,861.0459999999999,0,390.22,3.2631e-07,CME_062_param_inv.txt,      327.077,      14.5615
63,2000-10-25 09:06:05.000,2000-10-25 12:49:10.160,2000-10-28 21:00:00,25.0,380,80.18027777777777,0.3538,2000-10-25 08:26:05,770.0,-9999.0,360.0,FH,1196.1,151.64,14.1247114322142,18.23740806479838,20.0,67.08057913753795,1.1519173063162575,1.7e+16,S,14,-127.0,832.29,49.504,341.87,8.6806e-08,CME_063_param_inv.txt,      398.846,      3.63923
64,2000-12-18 11:50:05.000,2000-12-18 15:45:38.960,2000-12-23 00:00:00,12.0,320,104.23916666666666,0.5779,2000-12-18 11:50:05,510.0,-9999.0,360.0,FH,775.49,118.92,-8.429575748917873,0.027474750360709198,20.0,81.5703798001132,0.7853981633974483,-9999.0,S,12,-62.0,565.27,0,304.98,1.7178e-07,CME_064_param_inv.txt,      372.000,      8.77385
65,2001-01-20 21:30:08.000,2001-01-20 22:49:35.840,2001-01-24 09:00:00,46.0,400,82.17333333333333,0.2105,2001-01-20 21:30:08,1507.0,-9999.0,360.0,FH,2205.0,344.38,-16.502542360640437,0.0622772635859595,inf,73.4973433964355,1.1519173063162575,1.8e+16,S,4,-61.0,1589.1889999999999,0,386.0,2.3962e-07,CME_065_param_inv.txt,      310.000,      8.87308
66,2001-02-28 14:50:05.000,2001-02-28 22:34:17.120,2001-03-04 04:00:00,22.0,440,77.42833333333333,0.51129,2001-02-28 14:50:05,313.0,252.0,232.0,HH,418.03,28.975,37.217150821229474,-14.752781930451741,20.0,50.362521756983234,0.5585053606381855,2400000000000000.0,S,8,-73.0,362.95099999999996,0,0,0,CME_066_param_inv.txt,      488.769,      3.63154
67,2001-03-16 03:50:05.000,2001-03-16 09:43:13.520,2001-03-19 17:00:00,55.0,360,79.27944444444445,1.5277,2001-03-16 03:50:05,271.0,7.0,281.0,FH,542.06,146.41,3.3034950688116407,1.28984791440107,21.104090653284196,86.453883352356,0.7853981633974483,1000000000000000.0,S,15,-149.0,319.81699999999995,6.0587,0,0,CME_067_param_inv.txt,      309.692,      10.9685
68,2001-03-25 17:06:05.000,2001-03-25 20:06:25.520,2001-03-28 17:00:00,49.0,480,68.89277777777778,0.32117,2001-03-25 17:06:05,677.0,-9999.0,360.0,FH,910.79,258.25,9.201304973900523,-3.046152916941661,20.0,80.3117009193973,1.1519173063162575,3300000000000000.0,S,3,-51.0,736.779,-21.683,445.64,1.0867e-07,CME_068_param_inv.txt,      390.846,      4.72077
69,2001-03-28 13:27:24.000,2001-03-28 16:00:40.200,2001-03-31 05:00:00,17.0,640,60.98861111111111,0.44547,2001-03-28 12:50:05,519.0,-9999.0,360.0,FH,959.86,161.9,23.821731971133822,-5.947479208679857,20.0,65.48910589760078,1.1519173063162575,3000000000000000.0,S,33,-387.0,574.5129999999999,0,0,0,CME_069_param_inv.txt,      609.769,      4.57538
70,2001-03-29 10:50:07.000,2001-03-29 13:03:40.240,2001-04-01 04:00:00,59.0,600,62.938611111111115,0.20166,2001-03-29 10:26:05,942.0,-9999.0,360.0,FH,1156.1,107.84,33.1179679203208,-3.5483775162248383,20.0,56.71402767627379,1.1519173063162575,2800000000000000.0,S,5,0,1008.934,0,0,0,CME_070_param_inv.txt,      522.692,      2.98154
71,2001-04-02 22:06:07.000,2001-04-02 22:50:56.596,2001-04-04 18:00:00,18.0,650,43.15083333333334,0.10462,2001-04-02 22:06:07,2505.0,261.0,244.0,HH,3217.6,436.65,20.80654968807932,-10.956144052738056,20.0,66.59885653421865,1.1519173063162575,9200000000000000.0,S,9,-50.0,2614.1349999999998,0,565.78,7.4011e-08,CME_071_param_inv.txt,      550.077,      1.81462
72,2001-04-06 19:54:01.000,2001-04-06 21:17:29.320,2001-04-08 14:00:00,14.0,740,40.70833333333333,0.14607,2001-04-06 19:30:02,1270.0,-9999.0,360.0,FH,1723.5,175.32,24.52933866964846,1.8292107526295236,20.0,65.40675931217731,1.1519173063162575,8400000000000000.0,S,13,-59.0,1345.79,0,621.27,5.128e-08,CME_072_param_inv.txt,      476.462,      6.20461
73,2001-04-10 05:30:00.000,2001-04-10 06:36:03.240,2001-04-11 22:00:00,33.0,640,39.39888888888889,0.10918,2001-04-10 05:30:00,2411.0,-9999.0,360.0,FH,2916.5,294.76,18.263196868031322,-5.159510404895953,20.0,71.04593227796599,1.1519173063162575,9100000000000000.0,S,14,-271.0,2517.5969999999998,0,478.23,4.0692e-08,CME_073_param_inv.txt,      506.692,     0.903846
74,2001-04-11 13:54:14.000,2001-04-11 15:52:35.360,2001-04-13 09:00:00,27.0,730,41.123333333333335,0.24935,2001-04-11 13:31:48,1103.0,-9999.0,360.0,FH,1303.4,168.4,15.611396061039393,-3.1793548964510356,44.675729091937534,74.07603880275086,1.1519173063162575,5300000000000000.0,S,9,-77.0,1174.281,0,477.42,1.8565e-08,CME_074_param_inv.txt,      632.077,      6.18538
75,2001-04-26 12:30:05.000,2001-04-26 14:31:09.080,2001-04-28 14:00:00,60.0,550,47.480555555555554,0.20748,2001-04-26 12:30:05,1006.0,-9999.0,360.0,FH,1318.2,135.26,30.313482373660612,16.313031692295496,20.0,55.94726250149013,1.1519173063162575,-9999.0,S,8,-47.0,1074.6619999999998,0,221.51,1.2476e-08,CME_075_param_inv.txt,      425.462,      5.14154
76,2001-07-05 03:54:05.000,2001-07-05 10:57:28.400,2001-07-09 02:00:00,50.0,400,87.04194444444444,0.33238,2001-07-05 03:54:05,437.0,281.0,123.0,PH,701.2,47.613,18.692778144437117,-42.74337833243336,20.0,44.079977919194114,0.7853981633974483,7000000000000000.0,S,5,-38.0,490.299,17.616,387.65,2.4824e-07,CME_076_param_inv.txt,      385.308,      9.09692
78,2001-09-20 19:31:43.000,2001-09-20 21:28:44.800,2001-09-24 00:00:00,22.0,440,74.52083333333333,0.67754,2001-09-20 19:31:43,446.0,306.0,207.0,HH,1022.8,311.38,12.695680039272371,-2.4128689557367666,20.0,77.08076545199512,1.1519173063162575,1000000000000000.0,S,7,-73.0,499.542,0,412.8,1.3091e-07,CME_078_param_inv.txt,      353.154,      11.6400
79,2001-09-27 05:06:05.000,2001-09-27 10:48:46.040,2001-09-29 11:00:00,37.0,560,48.18694444444444,0.86301,2001-09-27 04:54:05,509.0,226.0,182.0,HH,1143.5,131.67,-17.261591584084165,-5.345121068789314,20.0,71.95387290390042,1.1519173063162575,1.8e+16,S,12,-66.0,564.2429999999999,63.809,86.058,6.7114e-09,CME_079_param_inv.txt,      436.385,      3.12308
80,2001-09-28 08:54:34.000,2001-09-28 11:08:01.480,2001-10-01 08:00:00,16.0,490,68.86611111111111,0.22922,2001-09-28 08:54:34,846.0,-9999.0,360.0,FH,1318.1,138.03,37.59110086123924,6.321879114011077,20.0,51.95861893658598,1.1519173063162575,2e+16,S,9,-148.0,910.3419999999999,0,472.15,2.2114e-07,CME_080_param_inv.txt,      513.538,      2.04769
81,2001-09-29 11:54:05.000,2001-09-29 14:50:14.960,2001-10-02 04:00:00,8.0,490,61.1625,1.1447,2001-09-29 11:54:05,509.0,114.0,216.0,HH,922.6,379.12,28.726650704366197,11.380472081598981,20.0,59.28079198555518,1.1519173063162575,1400000000000000.0,S,8,-104.0,564.2429999999999,0,350.51,2.462e-08,CME_081_param_inv.txt,      656.769,      3.34154
82,2001-10-09 11:30:05.000,2001-10-09 13:46:50.480,2001-10-12 04:00:00,5.0,560,62.219166666666666,0.16845,2001-10-09 11:30:05,973.0,-9999.0,360.0,FH,1222.6,92.325,26.45782071965468,-9.810087748537526,20.0,61.90548954134115,1.1519173063162575,1.2e+16,S,22,-71.0,1040.771,0,546.47,3.2335e-07,CME_082_param_inv.txt,      445.154,      8.36923
83,2001-10-19 16:50:05.000,2001-10-19 19:28:29.000,2001-10-21 20:00:00,86.0,460,48.52527777777778,0.28576,2001-10-19 16:50:05,901.0,-9999.0,360.0,FH,1100.1,296.02,28.792955244939346,14.91403286170591,20.0,57.87002881678156,1.1519173063162575,9000000000000000.0,S,9,-187.0,966.8269999999999,-22.252,0,0,CME_083_param_inv.txt,      331.154,      10.1454
84,2001-10-22 18:26:06.000,2001-10-22 22:03:16.560,2001-10-27 03:00:00,33.0,420,100.94527777777778,0.34574,2001-10-22 18:26:06,618.0,131.0,106.0,PH,810.11,80.777,42.189131362287924,9.364466851104963,20.0,46.9751463703583,0.7853981633974483,1000000000000000.0,S,10,-27.0,676.1859999999999,0,0,0,CME_084_param_inv.txt,      520.923,      11.0346
85,2001-10-25 15:26:05.000,2001-10-25 17:45:20.960,2001-10-29 22:00:00,39.0,360,100.24416666666667,0.26414,2001-10-25 15:26:05,1092.0,-9999.0,360.0,FH,1343.1,309.21,21.557969563913055,-0.06134126053399523,20.0,68.44194732341981,1.1519173063162575,4200000000000000.0,S,5,-157.0,1162.984,2.3408,357.44,1.0816e-06,CME_085_param_inv.txt,      443.308,      13.5669
86,2001-11-04 16:35:06.000,2001-11-04 17:51:48.960,2001-11-06 12:00:00,63.0,600,42.13638888888889,0.2071,2001-11-04 16:35:06,1810.0,-9999.0,360.0,FH,2122.8,480.78,17.968195835355967,6.013778188276302,20.0,71.0836766125098,1.1519173063162575,1.7e+16,S,7,-292.0,1900.37,-60.378,400.79,2.9264e-08,CME_086_param_inv.txt,      307.923,      9.58615
87,2001-11-17 05:30:06.000,2001-11-17 06:49:49.680,2001-11-19 22:00:00,39.0,430,63.169444444444444,0.16523,2001-11-17 05:30:06,1379.0,-9999.0,360.0,FH,1826.3,224.01,5.020339589695465,7.321809736078954,20.0,81.13009056926943,1.1519173063162575,1.3e+16,S,6,-47.0,1457.733,0,354.06,5.4916e-08,CME_087_param_inv.txt,      418.615,      3.68000
88,2001-11-22 23:30:05.000,2001-11-23 01:02:57.440,2001-11-24 14:00:00,30.0,720,36.95055555555555,0.12382,2001-11-22 23:30:05,1437.0,-9999.0,360.0,FH,1770.0,143.16,21.3743594651077,-18.190630493334055,20.0,62.212116499721255,1.1519173063162575,1.8e+16,S,14,-221.0,1517.299,0,388.27,1.7221e-08,CME_088_param_inv.txt,      447.692,      5.22385
89,2001-12-26 05:30:05.000,2001-12-26 06:56:45.920,2001-12-30 00:00:00,18.0,400,89.05388888888889,0.49105,2001-12-26 05:30:05,1446.0,281.0,212.0,HH,1989.6,684.9,-18.297301109984147,-10.535952586391625,60.57711723312497,68.9764498730897,1.1519173063162575,4800000000000000.0,S,16,-58.0,1526.542,0,396.12,8.0158e-07,CME_089_param_inv.txt,      385.462,      7.88615
90,2002-03-15 23:06:06.000,2002-03-16 01:07:01.440,2002-03-19 05:00:00,35.0,380,75.88277777777778,0.2375,2002-03-15 23:06:06,957.0,-9999.0,360.0,FH,1329.1,385.83,24.715988657304898,-5.3708573020385435,20.0,64.74305397850885,1.1519173063162575,-9999.0,S,15,-37.0,1024.339,-10.046,326.32,6.4547e-08,CME_090_param_inv.txt,      344.769,      21.0954
91,2002-03-20 17:54:05.000,2002-03-20 20:09:22.640,2002-03-24 12:00:00,32.0,450,87.84361111111112,0.81989,2002-03-20 17:54:05,603.0,-9999.0,360.0,FH,1184.6,441.43,24.74122387529028,-4.090551704981057,32.203987316394226,64.94391781727319,1.1519173063162575,-9999.0,S,15,-100.0,660.781,0,0,0,CME_091_param_inv.txt,      532.846,      15.5400
92,2002-04-15 04:06:06.000,2002-04-15 06:22:55.800,2002-04-17 16:00:00,47.0,480,57.617777777777775,0.29865,2002-04-15 03:50:05,720.0,-9999.0,360.0,FH,1156.1,149.64,30.373885781142196,5.544097139028611,20.791545184923066,59.17187218292498,1.1519173063162575,1900000000000000.0,S,14,-127.0,780.9399999999999,0,317.11,2.3851e-08,CME_092_param_inv.txt,      362.077,      22.7969
93,2002-04-17 08:26:05.000,2002-04-17 10:13:16.040,2002-04-20 00:00:00,42.0,500,61.77861111111111,0.26203,2002-04-17 08:26:05,1240.0,-9999.0,360.0,FH,1632.3,441.18,26.065442406195494,-3.3217183475739165,20.0,63.73844939658804,1.1519173063162575,-9999.0,S,8,-149.0,1314.9799999999998,-9.1891,456.93,1.0058e-07,CME_093_param_inv.txt,      340.231,      13.0931
94,2002-05-08 13:50:05.000,2002-05-08 16:59:55.400,2002-05-11 15:00:00,9.0,430,70.00111111111111,1.8285,2002-05-08 13:50:05,614.0,-9999.0,360.0,FH,951.58,564.94,7.442900309164091,-1.9384005133290558,20.0,82.31020149744914,1.1519173063162575,580000000000000.0,S,15,-110.0,672.078,0,353.76,4.541e-08,CME_094_param_inv.txt,      375.692,      3.61154
95,2002-05-16 00:50:05.000,2002-05-16 04:07:46.640,2002-05-20 10:00:00,36.0,420,101.87027777777777,0.44801,2002-05-16 00:50:05,600.0,-9999.0,360.0,FH,886.18,179.8,5.176473764660505,-7.9608810445565075,20.0,80.51323251059544,0.7853981633974483,4200000000000000.0,S,7,-36.0,657.6999999999999,-11.583,0,0,CME_095_param_inv.txt,      375.154,      4.18769
96,2002-05-22 03:50:05.000,2002-05-22 05:20:42.080,2002-05-23 20:00:00,46.0,590,38.65472222222222,0.20369,2002-05-22 03:50:05,1557.0,-9999.0,360.0,FH,1856.7,413.59,-3.6694738440769497,-4.173422232222098,20.0,84.44494258814622,1.1519173063162575,-9999.0,S,11,-109.0,1640.5389999999998,-3.3949,104.21,1.0692e-08,CME_096_param_inv.txt,      409.769,      7.78769
97,2002-07-15 20:30:05.000,2002-07-15 22:22:30.680,2002-07-18 12:00:00,21.0,460,61.624722222222225,0.52341,2002-07-15 20:30:05,1151.0,-9999.0,360.0,FH,1485.8,409.74,-1.0399125937481248,3.183289454210916,84.64569020273838,86.65132309784099,1.1519173063162575,-9999.0,S,6,-17.0,1223.577,0,380.21,5.2418e-08,CME_097_param_inv.txt,      321.462,      14.3446
98,2002-08-16 12:30:05.000,2002-08-16 13:54:36.680,2002-08-19 12:00:00,50.0,460,70.08972222222222,0.12577,2002-08-16 12:30:05,1585.0,-9999.0,360.0,FH,2100.6,189.86,13.548097373782829,-4.362988312646093,20.0,75.7792276947213,1.1519173063162575,-9999.0,S,8,-106.0,1669.2949999999998,0,438.56,1.825e-07,CME_098_param_inv.txt,      593.077,      2.14538
99,2002-09-05 16:54:06.000,2002-09-05 18:03:57.120,2002-09-08 04:00:00,16.0,470,57.93388888888889,0.27145,2002-09-05 16:54:06,1748.0,-9999.0,360.0,FH,2389.6,578.81,5.50809102727104,-1.9831549549292151,32.290591407028074,84.14680888839031,1.1519173063162575,-9999.0,S,11,-181.0,1836.696,0,398.71,6.4849e-08,CME_099_param_inv.txt,      457.308,      4.70538
100,2002-09-17 08:06:05.000,2002-09-17 10:47:35.120,2002-09-19 20:00:00,25.0,520,57.20666666666666,0.27944,2002-09-17 08:06:05,960.0,210.0,249.0,HH,1243.2,277.55,-43.30812459377031,-10.88749282535873,20.0,45.60856952583784,1.1519173063162575,1.4e+16,S,5,-40.0,1027.42,14.877,429.56,4.7723e-08,CME_0100_param_inv.txt,      503.308,      3.07000
101,2003-05-28 00:50:05.000,2003-05-28 02:31:25.760,2003-05-30 02:00:00,14.0,600,47.47611111111111,0.26104,2003-05-28 00:50:05,1366.0,-9999.0,360.0,FH,1744.5,427.11,3.1119842764465444,-12.094566505418685,20.0,77.51726452795099,1.1519173063162575,1.3e+16,S,20,-144.0,1444.3819999999998,53.314,486.1,4.672e-08,CME_0101_param_inv.txt,      651.462,      6.76308
102,2003-05-29 01:27:12.000,2003-05-29 02:52:27.960,2003-05-30 22:00:00,27.0,680,43.12555555555555,0.1754,2003-05-29 01:27:12,1237.0,-9999.0,360.0,FH,1770.5,210.96,14.574328945888176,-13.08964105448682,20.0,70.50575651505919,1.1519173063162575,3900000000000000.0,S,7,-63.0,1311.899,0,561.88,4.9199e-08,CME_0102_param_inv.txt,      653.000,      3.14231
103,2003-06-14 01:54:05.000,2003-06-14 05:01:34.280,2003-06-17 10:00:00,22.0,480,76.97361111111111,0.16375,2003-06-14 01:54:05,875.0,26.0,195.0,HH,993.26,214.69,28.826234875302497,-13.81469714605708,20.0,58.29263037868791,1.1519173063162575,4400000000000000.0,S,10,-141.0,940.1249999999999,1.688,478.97,3.5029e-06,CME_0103_param_inv.txt,      482.308,      8.95692
104,2003-08-14 20:06:05.000,2003-08-15 01:15:31.640,2003-08-18 01:00:00,38.0,450,71.74111111111111,0.65497,2003-08-14 20:06:05,378.0,-9999.0,360.0,FH,606.2,81.618,6.6613952767453855,-14.715596573390446,20.0,73.87728078093309,0.7853981633974483,-9999.0,S,18,-148.0,429.70599999999996,0,0,0,CME_0104_param_inv.txt,      549.538,      4.00154
105,2003-10-22 08:54:05.000,2003-10-22 12:31:19.880,2003-10-24 21:00:00,15.0,560,56.477777777777774,0.70653,2003-10-22 08:30:32,719.0,286.0,267.0,HH,1320.5,353.25,-2.661528807853203,-5.502689921834636,38.34039064596886,83.88922786885271,1.1519173063162575,-9999.0,S,21,-36.0,779.9129999999999,75.884,507.28,8.7245e-08,CME_0105_param_inv.txt,      733.462,      5.10538
106,2003-10-26 17:54:05.000,2003-10-26 19:41:17.840,2003-10-28 02:30:00,6.5,610,30.811666666666667,0.28143,2003-10-26 17:54:05,1537.0,270.0,171.0,PH,2014.8,378.38,-21.131767941068627,-12.795067064431187,20.0,65.44903574591362,1.1519173063162575,-9999.0,S,19,-32.0,1619.9989999999998,79.212,0,0,CME_0106_param_inv.txt,      463.769,      2.25000
